ID,李⑷낵??int),?섍퀬(m),?섍???(min),?섍???(max),?섍???룊洹?2022-09-01 ?덉닚,2022-09-02 ?덉닚,2022-09-03 ?덉닚,2022-09-04 ?덉닚,2022-09-05 ?덉닚,2022-09-06 ?덉닚,2022-09-07 ?덉닚,2022-09-08 ?덉닚,2022-09-09 ?덉닚,2022-09-10 ?덉닚,2022-09-11 ?덉닚,2022-09-12 ?덉닚,2022-09-13 ?덉닚,2022-09-14 ?덉닚,2022-09-15 ?덉닚,2022-09-16 ?덉닚,2022-09-17 ?덉닚,2022-09-18 ?덉닚,2022-09-19 ?덉닚,2022-09-20 ?덉닚,2022-09-21 ?덉닚,2022-09-22 ?덉닚,2022-09-23 ?덉닚,2022-09-24 ?덉닚,2022-09-25 ?덉닚,2022-09-26 ?덉닚,2022-09-27 ?덉닚,2022-09-28 ?덉닚,2022-09-29 ?덉닚,2022-09-30 ?덉닚,2022-10-01 ?덉닚,2022-10-02 ?덉닚,2022-10-03 ?덉닚,2022-10-04 ?덉닚,2022-10-05 ?덉닚,2022-10-06 ?덉닚,2022-10-07 ?덉닚,2022-10-08 ?덉닚,2022-10-09 ?덉닚,2022-10-10 ?덉닚,2022-10-11 ?덉닚,2022-10-12 ?덉닚,2022-10-13 ?덉닚,2022-10-14 ?덉닚,2022-10-15 ?덉닚,2022-10-16 ?덉닚,2022-10-17 ?덉닚,2022-10-18 ?덉닚,2022-10-19 ?덉닚,2022-10-20 ?덉닚,2022-10-21 ?덉닚,2022-10-22 ?덉닚,2022-10-23 ?덉닚,2022-10-24 ?덉닚,2022-10-25 ?덉닚,2022-10-26 ?덉닚,2022-10-27 ?덉닚,2022-10-28 ?덉닚,2022-10-29 ?덉닚,2022-10-30 ?덉닚,2022-10-31 ?덉닚,2022-11-01 ?덉닚,2022-11-02 ?덉닚,2022-11-03 ?덉닚,2022-11-04 ?덉닚,2022-11-05 ?덉닚,2022-11-06 ?덉닚,2022-11-07 ?덉닚,2022-11-08 ?덉닚,2022-11-09 ?덉닚,2022-11-10 ?덉닚,2022-11-11 ?덉닚,2022-11-12 ?덉닚,2022-11-13 ?덉닚,2022-11-14 ?덉닚,2022-11-15 ?덉닚,2022-11-16 ?덉닚,2022-11-17 ?덉닚,2022-11-18 ?덉닚,2022-11-19 ?덉닚,2022-11-20 ?덉닚,2022-11-21 ?덉닚,2022-11-22 ?덉닚,2022-11-23 ?덉닚,2022-11-24 ?덉닚,2022-11-25 ?덉닚,2022-11-26 ?덉닚,2022-11-27 ?덉닚,2022-11-28 ?덉닚,2022-09-01 ?쎈줉??2022-09-02 ?쎈줉??2022-09-03 ?쎈줉??2022-09-04 ?쎈줉??2022-09-05 ?쎈줉??2022-09-06 ?쎈줉??2022-09-07 ?쎈줉??2022-09-08 ?쎈줉??2022-09-09 ?쎈줉??2022-09-10 ?쎈줉??2022-09-11 ?쎈줉??2022-09-12 ?쎈줉??2022-09-13 ?쎈줉??2022-09-14 ?쎈줉??2022-09-15 ?쎈줉??2022-09-16 ?쎈줉??2022-09-17 ?쎈줉??2022-09-18 ?쎈줉??2022-09-19 ?쎈줉??2022-09-20 ?쎈줉??2022-09-21 ?쎈줉??2022-09-22 ?쎈줉??2022-09-23 ?쎈줉??2022-09-24 ?쎈줉??2022-09-25 ?쎈줉??2022-09-26 ?쎈줉??2022-09-27 ?쎈줉??2022-09-28 ?쎈줉??2022-09-29 ?쎈줉??2022-09-30 ?쎈줉??2022-10-01 ?쎈줉??2022-10-02 ?쎈줉??2022-10-03 ?쎈줉??2022-10-04 ?쎈줉??2022-10-05 ?쎈줉??2022-10-06 ?쎈줉??2022-10-07 ?쎈줉??2022-10-08 ?쎈줉??2022-10-09 ?쎈줉??2022-10-10 ?쎈줉??2022-10-11 ?쎈줉??2022-10-12 ?쎈줉??2022-10-13 ?쎈줉??2022-10-14 ?쎈줉??2022-10-15 ?쎈줉??2022-10-16 ?쎈줉??2022-10-17 ?쎈줉??2022-10-18 ?쎈줉??2022-10-19 ?쎈줉??2022-10-20 ?쎈줉??2022-10-21 ?쎈줉??2022-10-22 ?쎈줉??2022-10-23 ?쎈줉??2022-10-24 ?쎈줉??2022-10-25 ?쎈줉??2022-10-26 ?쎈줉??2022-10-27 ?쎈줉??2022-10-28 ?쎈줉??2022-10-29 ?쎈줉??2022-10-30 ?쎈줉??2022-10-31 ?쎈줉??2022-11-01 ?쎈줉??2022-11-02 ?쎈줉??2022-11-03 ?쎈줉??2022-11-04 ?쎈줉??2022-11-05 ?쎈줉??2022-11-06 ?쎈줉??2022-11-07 ?쎈줉??2022-11-08 ?쎈줉??2022-11-09 ?쎈줉??2022-11-10 ?쎈줉??2022-11-11 ?쎈줉??2022-11-12 ?쎈줉??2022-11-13 ?쎈줉??2022-11-14 ?쎈줉??2022-11-15 ?쎈줉??2022-11-16 ?쎈줉??2022-11-17 ?쎈줉??2022-11-18 ?쎈줉??2022-11-19 ?쎈줉??2022-11-20 ?쎈줉??2022-11-21 ?쎈줉??2022-11-22 ?쎈줉??2022-11-23 ?쎈줉??2022-11-24 ?쎈줉??2022-11-25 ?쎈줉??2022-11-26 ?쎈줉??2022-11-27 ?쎈줉??2022-11-28 ?쎈줉??TRAIN_0000,692,275,287,292,289.5,2.8,2.8,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2,2,2,2,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1,1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.6,78.3365036,78.24346165,78.16650127,78.1275258,78.05802098,77.91568927,77.86165985,77.74664499,77.59213772,77.57247726,77.38204532,77.21178911,77.15105114,77.06306858,76.90598079,76.86847491,76.73289716,76.66927958,76.66258541,76.5194088,76.34966057,76.1860913,76.0402067,75.99941469,75.99059174,75.95373143,75.82956356,75.79867303,75.62124263,75.42700524,75.26618729,75.22609386,75.16231888,75.07944379,75.01385524,74.93569696,74.8427488,74.83665695,74.81692828,74.7885741,74.69035809,74.50494177,74.39490844,74.35170366,74.1663463,74.02025357,73.83514207,73.76616392,73.75526935,73.6273946,73.46545688,73.39507577,73.31140479,73.24302843,73.08740855,73.08165117,73.02375519,72.98726279,72.97760636,72.83846182,72.64538568,72.51286866,72.44590772,72.37009706,72.30117988,72.22837355,72.20774579,72.06835357,71.98766275,71.86946604,71.85292287,71.69085445,71.57640227,71.38401826,71.30189308,71.23481706,71.07690251,70.99611346,70.98584348,70.97824949,70.87679386,70.70525306,70.55960278,70.42735595,70.34049087,70.2938296,70.26242185,70.16984081,70.0432513
TRAIN_0064,601,220,305,317,311,3,3,3,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2,2,2,2,2,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1,1,1,1,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.6,76.69003511,76.51585801,76.45160457,76.38820451,76.27997984,76.128237,76.06586739,75.93306686,75.87660142,75.86660434,75.66967217,75.63368351,75.60416091,75.57791369,75.38002726,75.33737366,75.28354291,75.13292328,75.05285675,74.95581125,74.75741794,74.60056829,74.57886512,74.52511996,74.37498317,74.26467079,74.1775738,73.99229539,73.95111081,73.8990178,73.87384046,73.72327582,73.60728614,73.43935687,73.24620313,73.18261027,73.14423346,72.99341158,72.85676105,72.71399901,72.70202736,72.69726699,72.54438034,72.43208808,72.34979306,72.18441546,72.11544296,72.07704219,72.02955082,71.85330463,71.77420101,71.65053833,71.53601474,71.53576109,71.48963837,71.34677866,71.18180073,70.98242751,70.98102721,70.85514107,70.71866186,70.5949091,70.58870745,70.44103656,70.33207948,70.19256175,70.16335566,70.06401514,69.93773397,69.77962863,69.75076517,69.64175007,69.57679624,69.49629194,69.38812084,69.20628555,69.05685354,69.02542368,68.8254679,68.64630893,68.50581184,68.36762005,68.30116257,68.29522453,68.09799798,67.9602894,67.77818884,67.57890253,67.51997495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAIN_0065,662,206,242,315,278.5,3,3,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2,2,2,2,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1,1,1,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.6,0.6,73.98774018,73.95557875,73.79778454,73.62808297,73.5185337,73.35309026,73.34199918,73.27370136,73.23650461,73.15576281,73.07598354,72.98415156,72.92742494,72.76994284,72.70517255,72.5060684,72.31614272,72.21826854,72.13536189,71.96439088,71.82807547,71.79156844,71.74378333,71.57042939,71.51091505,71.38329089,71.21784093,71.21772537,71.16904802,71.11570469,70.94564915,70.81823351,70.71135318,70.51954212,70.49675632,70.35120709,70.31738885,70.1267035,70.11062591,69.97417302,69.9422781,69.74636534,69.7005557,69.67426677,69.47924271,69.42300856,69.32428076,69.28481324,69.17944369,69.15070733,68.96024173,68.94344753,68.91590983,68.76893758,68.69140063,68.6776164,68.62247007,68.56634516,68.47279735,68.30883818,68.20862227,68.17951527,67.99220447,67.91282901,67.83119654,67.79405715,67.72562271,67.61018965,67.41235495,67.3599491,67.31257813,67.28916396,67.18994034,67.1483854,67.00849327,66.83547358,66.79460986,66.764082,66.6538214,66.58018093,66.50250175,66.49329647,66.48017414,66.39077508,66.31164331,66.25221357,66.11738077,66.06936462,65.96643826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAIN_0066,268,294,405,420,412.5,4.3,4.3,4.3,4.2,4.2,4.2,4.1,4.1,4,4,3.9,3.9,3.8,3.8,3.8,3.7,3.7,3.7,3.6,3.6,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3,3,2.9,2.9,2.8,2.8,2.8,2.7,2.7,2.6,2.6,2.6,2.5,2.5,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.1,2.1,2,2,1.9,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.3,1.2,1.2,1.1,1.1,1.1,1,1,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.6,0.6,81.10092688,81.05940516,80.91443424,80.76203045,80.60546302,80.56568748,80.50410947,80.39851458,80.3167078,80.22026033,80.09422595,79.91666134,79.78554505,79.67300819,79.49134021,79.3244848,79.31637752,79.20140505,79.0902995,79.07463028,79.04495882,79.00142312,78.84799674,78.83441813,78.83320532,78.71383914,78.54262047,78.4165942,78.37710207,78.28775856,78.18545627,78.01505588,77.81679822,77.8014857,77.64881069,77.61824621,77.61271442,77.53187575,77.42557936,77.39031085,77.27418815,77.18678788,77.12855978,77.03775947,77.02023145,76.92742781,76.73565115,76.66789765,76.54934223,76.51211474,76.49382479,76.4778063,76.45360077,76.36038084,76.22956234,76.09862689,76.04842773,75.92350008,75.91096058,75.76226713,75.66635385,75.48926112,75.32064357,75.1809584,75.07968462,74.91104558,74.71643718,74.59468085,74.47196318,74.46737575,74.38998614,74.20812557,74.1119545,73.95512999,73.92737624,73.88592753,73.85480173,73.74311191,73.56500004,73.53691256,73.41015899,73.33929619,73.14638723,73.1436446,72.94473124,72.7892381,72.71123371,72.58315234,72.54039784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAIN_0067,330,212,246,261,253.5,3.9,3.9,3.9,3.8,3.8,3.8,3.7,3.7,3.6,3.6,3.6,3.5,3.5,3.4,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3.1,3,3,2.9,2.9,2.9,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2,2,2,1.9,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.6,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1.1,1,1,0.9,0.9,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.6,79.56927637,79.38523483,79.36799931,79.30347041,79.29297879,79.25053751,79.21206343,79.01253027,78.90967893,78.77038972,78.76348951,78.73281237,78.61588866,78.61503275,78.44180225,78.31754086,78.26651131,78.17272693,78.09685238,78.05591492,77.9076455,77.89763939,77.73437989,77.57801453,77.4976842,77.33326381,77.32988517,77.28542511,77.27585456,77.12363987,76.94031284,76.77147866,76.67259817,76.50897603,76.34473668,76.15014336,76.0108582,75.97929787,75.89245669,75.84240055,75.70962195,75.64518395,75.63687939,75.51462895,75.50275719,75.463953,75.32315984,75.16830163,75.05150584,75.00637559,74.9880116,74.86320303,74.80298081,74.63505138,74.58680071,74.43575472,74.34031557,74.18383967,74.17684802,74.08346149,73.90709105,73.8008079,73.7373974,73.72573208,73.66449547,73.49553133,73.46345178,73.33491892,73.31060702,73.1448708,73.05139356,72.95991934,72.77611595,72.70620769,72.65495742,72.46888534,72.29212868,72.19132185,72.08439689,71.97330347,71.81773367,71.75685081,71.59106707,71.41480281,71.21850044,71.19201313,71.13071032,71.06903393,71.00615735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAIN_0068,272,261,315,415,365,4.6,4.5,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4.1,4,4,3.9,3.9,3.8,3.8,3.7,3.7,3.6,3.6,3.5,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3,3,2.9,2.9,2.8,2.8,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.5,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2,2,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1,1,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0,71.24525546,71.04640459,70.96475126,70.88776853,70.84518146,70.70989984,70.66092884,70.56484143,70.5507461,70.52276713,70.50605157,70.47395833,70.28665784,70.14980491,70.02043298,69.89652138,69.71058915,69.64466445,69.54811192,69.40113644,69.33217973,69.15064964,68.96691795,68.8672536,68.66921951,68.5342796,68.45190833,68.4134852,68.39663903,68.31537575,68.12645342,68.05917272,67.95044073,67.85911968,67.80799787,67.64506795,67.63857194,67.5676319,67.42037624,67.2912418,67.28548323,67.13449031,66.96658123,66.76808836,66.61185796,66.57477024,66.40153965,66.32139585,66.25855791,66.07101449,66.02999799,65.84134187,65.79331746,65.62655027,65.60832561,65.54697662,65.46910135,65.33196803,65.22532846,65.08376821,64.89414629,64.70958918,64.51439515,64.31922161,64.27851776,64.13748555,64.11242791,64.05513808,64.0102824,63.93683456,63.7658826,63.64627305,63.55502692,63.40264279,63.3212349,63.18628676,63.09423446,63.06340229,62.89723724,62.87466014,62.74299168,62.68680879,62.54979357,62.53763855,62.42251776,62.3680715,62.29371723,62.16786611,62.01182418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAIN_0069,662,263,419,516,467.5,3.1,3,3,3,3,2.9,2.9,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2,2,2,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1,1,1,1,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.6,0.6,73.70004799,73.64591361,73.50550267,73.47441248,73.33412855,73.32017593,73.20888929,73.12144456,73.08365357,73.03324434,72.96014818,72.89829551,72.85832326,72.74530921,72.56952997,72.38763087,72.34692335,72.21528315,72.21459251,72.04892847,71.87640003,71.79825375,71.72724339,71.70185181,71.68828813,71.64164463,71.51697238,71.43831971,71.26217459,71.14060386,71.09226212,70.97459882,70.8895039,70.79270831,70.61235123,70.55442521,70.48477112,70.4562729,70.28780071,70.16071877,70.08522147,69.92663775,69.86912098,69.75866764,69.68899914,69.66943468,69.48264363,69.30085223,69.29196543,69.27006579,69.22999158,69.22488209,69.06540379,68.93303131,68.755821,68.55744199,68.51727389,68.39575567,68.36534122,68.17922412,68.12560681,68.11518711,68.04016173,67.93984895,67.81977095,67.72423898,67.7130969,67.515427,67.46791091,67.2950431,67.28564464,67.23580033,67.18751344,67.06281382,66.93338815,66.85701901,66.79021821,66.75852254,66.56479532,66.47686602,66.35064121,66.18159616,66.05538038,66.02552975,66.00017077,65.9547072,65.95281164,65.77775745,65.71910691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAIN_0070,621,203,192,207,199.5,3,3,2.9,2.9,2.9,2.9,2.8,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2,2,2,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.6,1.6,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1,1,1,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,75.275232,75.10886355,74.91855434,74.83375613,74.6398015,74.48749685,74.43264062,74.29935874,74.12838735,73.98985823,73.84190791,73.64742813,73.49917811,73.31822573,73.16498849,73.0428945,72.98851734,72.97800338,72.96060066,72.90955909,72.7224496,72.68323238,72.57050996,72.54853042,72.52779453,72.34371672,72.32353073,72.23795006,72.04875255,71.94836093,71.8869055,71.71625906,71.68739062,71.5383902,71.48183713,71.37739883,71.33536412,71.25403757,71.14014251,71.08326161,71.02346405,70.86601599,70.68318543,70.59829247,70.50882555,70.34877754,70.21917545,70.07965147,70.01183226,69.8935989,69.79038169,69.63005788,69.43923398,69.37085458,69.22941341,69.20452276,69.10912465,69.00081524,68.92083493,68.744028,68.6677182,68.47959554,68.40636798,68.31099713,68.13806966,67.94314193,67.8940159,67.76132356,67.70057034,67.62340063,67.4297487,67.40813319,67.29392364,67.19156588,67.16140847,67.0924257,67.077365,67.0587985,66.88615773,66.78934112,66.77743509,66.6052019,66.57326166,66.4251084,66.32245859,66.19327562,66.06411597,66.00844672,65.98811366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAIN_0071,300,176,234,245,239.5,3.9,3.9,3.9,3.8,3.8,3.7,3.7,3.6,3.6,3.6,3.5,3.5,3.5,3.4,3.4,3.3,3.3,3.3,3.2,3.2,3.2,3.1,3.1,3,3,3,2.9,2.9,2.8,2.8,2.8,2.7,2.7,2.7,2.6,2.6,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.2,2.2,2.2,2.1,2.1,2.1,2,2,1.9,1.9,1.9,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.5,1.5,1.4,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1,1,1,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0,0,0,76.90500799,76.80832271,76.68261047,76.55899105,76.52726885,76.392025,76.19847701,76.1065022,75.98241576,75.79100625,75.64101123,75.61476565,75.41593096,75.2653998,75.17829941,75.11663808,74.99569739,74.97892861,74.93062205,74.83343346,74.74009284,74.7193651,74.67792112,74.6341731,74.54954474,74.38897022,74.33413301,74.16411955,74.10663619,74.02263065,73.84433725,73.73303578,73.54873381,73.35446372,73.15657812,73.05360402,72.85470187,72.75139335,72.72662316,72.59573452,72.49361478,72.35255904,72.22273636,72.0675086,71.89315364,71.78751052,71.6622108,71.54763743,71.37289074,71.24644485,71.1918216,71.10193777,71.09946945,70.9171416,70.76522728,70.71069381,70.6309783,70.6007493,70.51346787,70.42506829,70.33832579,70.18244429,70.02545447,69.89171143,69.76191169,69.70171551,69.51280789,69.34572251,69.18420448,69.08931158,68.92737284,68.73709347,68.6860964,68.53620044,68.42526157,68.22972875,68.19838002,68.18546922,68.01077069,67.81851961,67.78351123,67.73283131,67.58020307,67.5590399,67.45520756,67.36785761,67.17975678,67.13152003,67.11419238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAIN_0072,204,294,357,404,380.5,4.5,4.5,4.4,4.4,4.3,4.3,4.2,4.2,4.1,4.1,4,4,4,3.9,3.9,3.8,3.8,3.7,3.7,3.6,3.6,3.6,3.5,3.5,3.4,3.4,3.3,3.3,3.2,3.2,3.2,3.1,3,3,2.9,2.9,2.8,2.8,2.8,2.7,2.7,2.6,2.6,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.2,2.2,2.1,2.1,2,2,1.9,1.9,1.8,1.8,1.7,1.7,1.6,1.6,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.2,1.1,1.1,1,1,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.6,0.6,0.5,0,72.79184375,72.7792856,72.64869027,72.6227026,72.59814807,72.52105494,72.34556427,72.31304872,72.30071889,72.13224069,71.99098995,71.86959765,71.68208272,71.5416934,71.48076511,71.46171613,71.42204609,71.27552663,71.12033989,71.03129096,70.88279384,70.68873004,70.50013898,70.32749815,70.20285629,70.03805611,69.9766804,69.96963657,69.96381856,69.95389895,69.93796349,69.87214264,69.86360204,69.70937049,69.52395883,69.4381757,69.37646099,69.30890797,69.21411545,69.21332713,69.13171331,69.12497974,69.10072447,68.91031296,68.72302549,68.55666945,68.44751925,68.26326759,68.15405711,68.07681538,68.04121657,67.88117721,67.82386076,67.72967241,67.54655972,67.46781057,67.30637199,67.13172165,67.0819913,66.90536043,66.79504737,66.78737346,66.67097764,66.54860926,66.42266252,66.3770906,66.32345929,66.25570147,66.22529758,66.17340673,66.15995728,66.11341167,65.94350409,65.89568772,65.73958713,65.65040465,65.61010878,65.56242117,65.48305972,65.338647,65.24541015,65.14651421,65.1445732,65.05238411,64.90412781,64.87755278,64.67856291,64.57020979,64.4686092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRAIN_0073,784,133,132,140,136,2.7,2.7,2.7,2.7,2.6,2.6,2.6,2.6,2.6,2.5,2.5,2.5,2.5,2.5,2.4,2.4,2.4,2.4,2.3,2.3,2.3,2.2,2.2,2.2,2.2,2.2,2.1,2.1,2.1,2.1,2.1,2,2,2,2,1.9,1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.7,1.7,1.7,1.7,1.6,1.6,1.6,1.5,1.5,1.5,1.5,1.5,1.4,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.2,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1,1,1,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,71.99241915,71.91687656,71.75448254,71.73848569,71.71075402,71.60029927,71.40615264,71.24896521,71.22700541,71.02833608,70.944577,70.82230292,70.64372626,70.47656681,70.3480137,70.2886967,70.24777947,70.07418292,70.04830973,69.84926792,69.7913505,69.73859104,69.63739005,69.57943317,69.54664067,69.53354568,69.39896495,69.31550329,69.12591512,68.9449891,68.88912162,68.72332611,68.65069352,68.58233185,68.42859048,68.35568126,68.34360612,68.22284083,68.10597815,67.9739888,67.95688181,67.92702439,67.86724572,67.74906964,67.66205501,67.52905469,67.4714128,67.45728537,67.34238814,67.23673264,67.20471284,67.19406001,67.09725156,67.02678899,66.85519014,66.67385911,66.5620371,66.425154,66.41661409,66.28323963,66.11027673,65.97973316,65.82044273,65.66880027,65.50885624,65.38745525,65.35384569,65.266433,65.17912407,65.16453032,64.99204734,64.84771954,64.79018595,64.68425907,64.63863098,64.49091203,64.41991704,64.28626955,64.22285759,64.09998691,63.99393723,63.88690518,63.72200296,63.67129663,63.51836692,63.47210655,63.41455833,63.29712731,63.2890209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
